0	 zˈiəɹəʊ
Amerindian	 ˌaməɹˈɪndiən
Amerindians	 ˌaməɹˈɪndiənz
Amerindian's	 ˌaməɹˈɪndiənz
Ameslan	 ˈeɪmslən
Ameslan's	 ˈeɪmslənz
Amharic	 amhˈaɹɪk
Amharic's	 amhˈaɹɪkz
Amherst	 ˈamhəst
Amherst's	 ˈamhəsts
Amie	 ˈamɪ
Amie's	 ˈamɪz
Amiga	 ɐmˈiːɡə
Amiga's	 ɐmˈiːɡəz
Amish	 ˈamɪʃ
Amish's	 ˈamɪʃɪz
Amman	 ɐmˈɑːn
Amman's	 ɐmˈɑːnz
Amoco	 amˈəʊkəʊ
Amoco's	 amˈəʊkəʊz
Amos	 ˈeɪmɒs
Amos's	 ˈeɪmɒsɪz
Amparo	 ampˈaɹəʊ
Amparo's	 ampˈaɹəʊz
Ampere	 ˈampeə
Ampere's	 ˈampeəz
Amritsar	 ˈamɹɪtsˌɑː
Amritsar's	 ˈamɹɪtsˌɑːz
Amsterdam	 ˈamstədˌam
Amsterdam's	 ˈamstədˌamz
Amtrak	 ˈamtɹak
Amtrak's	 ˈamtɹaks
Amundsen	 ˈamʌndsən
Amundsen's	 ˈamʌndsənz
Amur	 ˈamə
Amur's	 ˈaməz
Amway	 ˈamweɪ
Amway's	 ˈamweɪz
Amy	 ˈeɪmɪ
Amy's	 ˈeɪmɪz
Ana	 ˈɑːnə
Ana's	 ˈɑːnəz
Anabaptist	 ˈanɐbˌaptɪst
Anabaptist's	 ˈanɐbˌaptɪsts
Anabel	 ˈaneɪbəl
Anabel's	 ˈaneɪbəlz
Anacin	 ˈanɐsˌɪn
Anacin's	 ˈanɐsˌɪnz
Anacreon	 ˈanɐkɹɪən
Anacreon's	 ˈanɐkɹɪənz
Anaheim	 ˈanɐhˌaɪm
Anaheim's	 ˈanɐhˌaɪmz
Analects	 ˈaneɪləkts
Analects's	 ˈaneɪləktsɪz
Ananias	 anˈeɪniəz
Ananias's	 anˈeɪniəzɪz
Anasazi	 ˌanɐsˈɑːzɪ
Anasazi's	 ˌanɐsˈɑːzɪz
Anastasia	 ˌanastˈeɪziə
Anastasia's	 ˌanastˈeɪziəz
Anatole	 ˈanɐtˌəʊl
Anatole's	 ˈanɐtˌəʊlz
Anatolia	 ˌanɐtˈəʊliə
Anatolia's	 ˌanɐtˈəʊliəz
Anatolian	 ˌanɐtˈəʊliən
Anatolian's	 ˌanɐtˈəʊliənz
Anaxagoras	 ˈanɐksˌaɡɔːɹəz
Anaxagoras's	 ˈanɐksˌaɡɔːɹəzɪz
Anchorage	 ˈankəɹɪdʒ
Anchorage's	 ˈankəɹɪdʒz
Andalusia	 ˈandɐlˌuːzɪə
Andalusia's	 ˈandɐlˌuːzɪəz
Andalusian	 ˈandɐlˌuːzɪən
Andalusian's	 ˈandɐlˌuːzɪənz
Andaman	 ˈandamən
Andaman's	 ˈandamənz
Andean	 ˈandiən
Andean's	 ˈandiənz
Andersen	 ˈandɜːsən
Andersen's	 ˈandɜːsənz
Anderson	 ˈandəsən
Anderson's	 ˈandəsənz
Andes	 ˈandiːz
Andes's	 ˈandiːzɪz
Andorra	 ˈandɒɹə
Andorra's	 ˈandɒɹəz
Andorran	 ˈandɒɹən
Andorrans	 ˈandɒɹənz
Andorran's	 ˈandɒɹənz
Andre	 ˈɒndɹeɪ
Andres	 ˈɒndɹeɪz
Andre's	 ˈandɹəz
Andrea	 ˈandɹiə
Andrea's	 ˈandɹiəz
Andrei	 ˈandɹeɪ
Andrei's	 ˈandɹeɪz
Andres	 ˈɒndɹeɪz
Andres's	 ˈɒndɹeɪzɪz
Andretti	 andɹˈɛtɪ
Andretti's	 andɹˈɛtɪz
Andrew	 ˈandɹuː
Andrews	 ˈandɹuːz
Andrew's	 ˈandɹuːz
Andrews	 ˈandɹuːz
Andrews's	 ˈandɹuːzɪz
Andrianampoinimerina	 ˌandɹiənˌampɔɪnˌɪməɹˈiːnə
Andrianampoinimerina's	 ˌandɹiənˌampɔɪnˌɪməɹˈiːnəz
Android	 ˈandɹɔɪd
Android's	 ˈandɹɔɪdz
Andromache	 ˈandɹəmˌaʃ
Andromache's	 ˈandɹəmˌaʃɪz
Andromeda	 andɹˈɒmɪdə
Andromeda's	 andɹˈɒmɪdəz
Andropov	 ˈandɹəpˌɒv
Andropov's	 ˈandɹəpˌɒvz
Andy	 ˈandɪ
Andy's	 ˈandɪz
Angara	 aŋɡˈɑːɹə
Angara's	 aŋɡˈɑːɹəz
Angel	 ˈeɪndʒəl
Angel's	 ˈeɪndʒəlz
Angela	 ˈandʒələ
Angela's	 ˈandʒələz
Angeles	 ˈandʒəlˌiːs
Angeles's	 ˈandʒəlˌiːsɪz
Angelia	 andʒˈiːliə
Angelia's	 andʒˈiːliəz
Angelica	 andʒˈɛlɪkə
Angelica's	 andʒˈɛlɪkəz
Angelico	 andʒˈɛlɪkˌəʊ
Angelico's	 andʒˈɛlɪkˌəʊz
Angelina	 ˌandʒɪlˈiːnə
Angelina's	 ˌandʒɪlˈiːnəz
Angeline	 ˈandʒɪlˌaɪn
Angeline's	 ˈandʒɪlˌaɪnz
Angelique	 ˌandʒɪlˈiːk
Angelique's	 ˌandʒɪlˈiːkz
Angelita	 ˌandʒɪlˈiːtə
Angelita's	 ˌandʒɪlˈiːtəz
Angelo	 andʒˈiːləʊ
Angelo's	 andʒˈiːləʊz
Angelou	 ˈandʒɪlˌuː
Angelou's	 ˈandʒɪlˌuːz
Angevin	 ˈandʒɪvˌɪn
Angevin's	 ˈandʒɪvˌɪnz
Angie	 ˈandʒɪ
Angie's	 ˈandʒɪz
Angkor	 ˈaŋkə
Angkor's	 ˈaŋkəz
Angle	 ˈaŋɡəl
Angles	 ˈaŋɡəlz
Angle's	 ˈaŋɡəlz
Anglia	 ˈaŋɡlɪə
Anglia's	 ˈaŋɡlɪəz
Anglican	 ˈaŋɡlɪkən
Anglicans	 ˈaŋɡlɪkənz
Anglican's	 ˈaŋɡlɪkənz
Anglicanism	 ˈaŋɡlɪkənˌɪzəm
Anglicanisms	 ˈaŋɡlɪkˌanɪzəmz
Anglicanism's	 ˈaŋɡlɪkənˌɪzəmz
Anglicism	 ˈaŋɡlɪsˌɪzəm
Anglicisms	 ˈaŋɡlɪsˌɪzəmz
Anglicism's	 ˈaŋɡlɪsˌɪzəmz
Anglicization	 ˌaŋɡlɪsaɪzˈeɪʃən
Anglicize	 ˈaŋɡlɪsˌaɪz
Anglo	 ˈaŋɡləʊ
Anglo's	 ˈaŋɡləʊz
Anglophile	 ˈaŋɡləfˌaɪl
Anglophile's	 ˈaŋɡləfˌaɪlz
Anglophobe	 ˈaŋɡləfˌəʊb
Angola	 aŋɡˈəʊlə
Angola's	 aŋɡˈəʊləz
Angolan	 aŋɡˈəʊlən
Angolans	 aŋɡˈəʊlənz
Angolan's	 aŋɡˈəʊlənz
Angora	 ˈaŋɡɔːɹə
Angoras	 ˈaŋɡɔːɹəz
Angora's	 ˈaŋɡɔːɹəz
Angstrom	 ˈaŋstɹɒm
Angstrom's	 ˈaŋstɹɒmz
Anguilla	 ˈaŋɡɪlə
Anguilla's	 ˈaŋɡɪləz
Angus	 ˈaŋɡəs
Angus's	 ˈaŋɡəsɪz
Aniakchak	 ˈeɪnɪˌaktʃak
Aniakchak's	 ˈeɪnɪˌaktʃaks
Anibal	 ˈanɪbəl
Anibal's	 ˈanɪbəlz
Anita	 ɐnˈiːtə
Anita's	 ɐnˈiːtəz
Ankara	 ˈaŋkɑːɹə
Ankara's	 ˈaŋkɑːɹəz
Ann	 ˈan
Ann's	 ˈanz
Anna	 ˈanə
Anna's	 ˈanəz
Annabel	 ˈanəbəl
Annabel's	 ˈanəbəlz
Annabelle	 ˈanəbˌɛl
Annabelle's	 ˈanəbˌɛlz
Annam	 ˈanəm
Annam's	 ˈanəmz
Annapolis	 ˈanəpəlˌɪs
Annapolis's	 ˈanəpəlˌɪsɪz
Annapurna	 ˈanəpˌɜːnə
Annapurna's	 ˈanəpˌɜːnəz
Anne	 ˈan
Anne's	 ˈanz
Annette	 anˈɛt
Annette's	 anˈɛts
Annie	 ˈanɪ
Annie's	 ˈanɪz
Annmarie	 ˈanməɹɪ
Annmarie's	 ˈanməɹɪz
Annunciation	 ɐnˌʌnsɪˈeɪʃən
Annunciations	 ɐnˌʌnsɪˈeɪʃənz
Annunciation's	 ɐnˌʌnsɪˈeɪʃənz
Anouilh	 ˈanuːˌɪl
Anouilh's	 ˈanuːˌɪlz
Anselm	 ˈansɛlm
Anselm's	 ˈansɛlmz
Anselmo	 ansˈɛlməʊ
Anselmo's	 ansˈɛlməʊz
Anshan	 ˈanʃən
Anshan's	 ˈanʃənz
Antaeus	 ˈantiːəs
Antaeus's	 ˈantiːəsɪz
Antananarivo	 ˌantɐnˌanɑːɹˈɪvəʊ
Antananarivo's	 ˌantɐnˌanɑːɹˈɪvəʊz
Antarctic	 antˈɑːktɪk
Antarctic's	 antˈɑːktɪkz
Antarctica	 antˈɑːktɪkə
Antarctica's	 antˈɑːktɪkəz
Antares	 ˈanteəz
Antares's	 ˈanteəzɪz
Anthony	 ˈantənˌɪ
Anthony's	 ˈantənˌɪz
Anthropocene	 ˈanθɹəpˌəʊsiːn
Antichrist	 ˈantɪkɹˌaɪst
Antichrists	 ˈantɪkɹˌaɪsts
Antichrist's	 ˈantɪkɹˌaɪsts
Antietam	 ˌantɪˈɛtam
Antietam's	 ˌantɪˈɛtamz
Antigone	 ˌantɪɡˈɒn
Antigone's	 ˈantɪɡɒnz
Antigua	 antˈiːɡə
Antigua's	 antˈiːɡəz
Antillean	 ˌantɪlˈiːn
Antilles	 antˈɪliːz
Antilles's	 antˈɪliːzɪz
Antioch	 ˈantiːˌɒk
Antioch's	 ˈantiːˌɒks
Antipas	 ˌantɪpˈas
Antipas's	 ˌantɪpˈasɪz
Antipodes	 ˌantɪpˈəʊdz
Antofagasta	 ˈantəfˌaɡastə
Antofagasta's	 ˈantəfˌaɡastəz
Antoine	 ˈantɔɪn
Antoine's	 ˈantɔɪnz
Antoinette	 ˌantɔɪnˈɛt
Antoinette's	 ˌantɔɪnˈɛts
Anton	 ˈantɒn
Anton's	 ˈantɒnz
Antone	 ˈantəʊn
Antone's	 ˈantəʊnz
Antonia	 antˈəʊniə
Antonia's	 antˈəʊniəz
Antoninus	 ˈantənˌɪnəs
Antoninus's	 ˈantənˌɪnəsɪz
Antonio	 antˈəʊnɪˌəʊ
Antonio's	 antˈəʊnɪˌəʊz
Antonius	 antˈəʊnɪəs
Antonius's	 antˈəʊnɪəsɪz
Antony	 ˈantənɪ
Antony's	 ˈantənɪz
Antwan	 ˈantwən
Antwan's	 ˈantwənz
Antwerp	 ˈantwɜːp
Antwerp's	 ˈantwɜːps
Anubis	 ˈanjuːbˌɪs
Anubis's	 ˈanjuːbˌɪsɪz
Anzac	 ˈanzak
Anzac's	 ˈanzakz
Apache	 ɐpˈatʃɪ
Apaches	 ɐpˈatʃɪɪz
Apache's	 ɐpˈatʃɪˌɪz
Apalachicola	 ɐpˌalɐtʃɪkˈəʊlə
Apalachicola's	 ɐpˌalɐtʃɪkˈəʊləz
Apatosaurus	 ɐpˌatəsˈɔːɹəs
Apennines	 ˈapənˌaɪnz
Apennines's	 ˈapənˌaɪnzɪz
Aphrodite	 ˌafɹədˈaɪtɪ
Aphrodite's	 ˌafɹədˈaɪtɪz
Apia	 ˈeɪpɪə
Apia's	 ˈeɪpɪəz
Apocalypse	 ɐpˈɒkɐlˌɪps
Apocalypse's	 ɐpˈɒkɐlˌɪpsɪz
Apocrypha	 ɐpˈɒkɹɪfə
Apocrypha's	 ɐpˈɒkɹɪfəz
Apollinaire	 ɐpˌɒlɪnˈeə
Apollinaire's	 ɐpˌɒlɪnˈeəz
Apollo	 ɐpˈɒləʊ
Apollos	 ɐpˈɒləʊz
Apollo's	 ɐpˈɒləʊz
Apollonian	 ɐpəlˈəʊniən
Apollonian's	 ɐpəlˈəʊniənz
Apostle	 ɐpˈɒsəl
Apostle's	 ɐpˈɒsəlz
Appalachia	 ɐpɐlˈeɪʃə
Appalachia's	 ɐpɐlˈeɪʃəz
Appalachian	 ɐpɐlˈeɪʃən
Appalachians	 ɐpɐlˈeɪʃənz
Appalachian's	 ɐpɐlˈeɪʃənz
Appalachians	 ɐpɐlˈeɪʃənz
Appalachians's	 ɐpɐlˈeɪʃənzɪz
Appaloosa	 ɐpˈaluːsə
Appaloosas	 ɐpˈaluːsəz
Appaloosa's	 ɐpˈaluːsəz
Apple	 ˈapəl
Apple's	 ˈapəlz
Appleseed	 ˈapəlsˌiːd
Appleseed's	 ˈapəlsˌiːdz
Appleton	 ˈapəltən
Appleton's	 ˈapəltənz
Appomattox	 ɐpˈɒmɐtˌɒks
Appomattox's	 ɐpˈɒmɐtˌɒksɪz
Apr	 ˈapɹə
Apr's	 ˈapɹəz
April	 ˈeɪpɹəl
Aprils	 ˈeɪpɹəlz
April's	 ˈeɪpɹəlz
Apuleius	 ɐpjˈʊleɪəs
Apuleius's	 ɐpjˈʊleɪəsɪz
Aquafresh	 ˈakwɐfɹˌɛʃ
Aquafresh's	 ˈakwɐfɹˌɛʃɪz
Aquarian	 ɐkwˈeəɹiən
Aquarius	 ɐkwˈeəɹɪəs
Aquariuses	 ɐkwˈeəɹɪəsɪz
Aquarius's	 ɐkwˈeəɹɪəsɪz
Aquila	 ˈakwɪlə
Aquila's	 ˈakwɪləz
Aquinas	 ˈakwɪnəz
Aquinas's	 ˈakwɪnəzɪz
Aquino	 akwˈɪnəʊ
Aquino's	 akwˈɪnəʊz
Aquitaine	 ˈakwɪtˌeɪn
Aquitaine's	 ˈakwɪtˌeɪnz
Ar	 ˈɑː
Ar's	 ˈɑːz
Ara	 ˈɑːɹə
Ara's	 ˈɑːɹəz
Arab	 ˈaɹəb
Arabs	 ˈaɹəbz
Arab's	 ˈaɹəbz
Arabia	 ɐɹˈeɪbiə
Arabia's	 ɐɹˈeɪbiəz
Arabian	 ɐɹˈeɪbiən
Arabians	 ɐɹˈeɪbiənz
Arabian's	 ɐɹˈeɪbiənz
Arabic	 ˈaɹɐbˌɪk
Arabic's	 ˈaɹɐbˌɪkz
Arabist	 ˈaɹɐbˌɪst
Arabists	 ˈaɹɐbˌɪsts
Arabist's	 ˈaɹɐbˌɪsts
Araby	 ˈaɹabɪ
Araby's	 ˈaɹabɪz
Araceli	 ˈaɹeɪslˌɪ
Araceli's	 ˈaɹeɪslˌɪz
Arafat	 ˈaɹɐfˌat
Arafat's	 ˈaɹɐfˌats
Aragon	 ˈaɹəɡən
Araguaya	 ˈaɹɐɡjˌuːeɪə
Araguaya's	 ˈaɹɐɡjˌuːeɪəz
Aral	 ˈaɹəl
Aral's	 ˈaɹəlz
Aramaic	 ˌaɹɐmˈeɪɪk
Aramaic's	 ˌaɹɐmˈeɪɪkz
Aramco	 aɹˈamkəʊ
Aramco's	 aɹˈamkəʊz
Arapaho	 ˌaɹɐpˈahəʊ
Arapahos	 ˌaɹɐpˈahəʊz
Arapaho's	 ˌaɹɐpˈahəʊz
Arapahoes	 ˌaɹɐpˈahəʊz
Ararat	 ˈaɹɐɹˌat
Ararat's	 ˈaɹɐɹˌats
Araucanian	 ˌaɹəkˈeɪniən
Araucanian's	 ˌaɹəkˈeɪniənz
Arawak	 ˈaɹɐwˌak
Arawak's	 ˈaɹɐwˌaks
Arawakan	 ˈaɹɐwˌakən
Arawakan's	 ˈaɹɐwˌakənz
Arbitron	 ˈɑːbɪtɹˌɒn
Arbitron's	 ˈɑːbɪtɹˌɒnz
Arcadia	 ɑːkˈeɪdiə
Arcadia's	 ɑːkˈeɪdiəz
Arcadian	 ɑːkˈeɪdiən
Arcadian's	 ɑːkˈeɪdiənz
Archean	 ˈɑːkiən
Archean's	 ˈɑːkiənz
Archibald	 ˈɑːtʃɪbˌɔːld
Archibald's	 ˈɑːtʃɪbˌɔːldz
Archie	 ˈɑːtʃɪ
Archie's	 ˈɑːtʃɪz
Archimedes	 ˌɑːkɪmˈiːdiːz
Archimedes's	 ˌɑːkɪmˈiːdiːzɪz
Arctic	 ˈɑːktɪk
Arctic's	 ˈɑːktɪkz
Arcturus	 ˈɑːktʃəɹəs
Arcturus's	 ˈɑːktʃəɹəsɪz
Ardabil	 ˈɑːdabəl
Arden	 ˈɑːdən
Arden's	 ˈɑːdənz
Arequipa	 ˈaɹɪkwˌɪpə
Arequipa's	 ˈaɹɪkwˌɪpəz
Ares	 ˈeəɹiːz
Ares's	 ˈeəɹiːzɪz
Argentina	 ˌɑːdʒɪntˈiːnə
Argentina's	 ˌɑːdʒɪntˈiːnəz
Argentine	 ˈɑːdʒɪntˌaɪn
Argentine's	 ˈɑːdʒɪntˌaɪnz
Argentinean	 ˈɑːdʒɪntˌɪniən
Argentinian	 ˌɑːdʒɪntˈɪniən
Argentinians	 ˌɑːdʒɪntˈɪniənz
Argentinian's	 ˌɑːdʒɪntˈɪniənz
Argo	 ˈɑːɡəʊ
Argos	 ˈɑːɡəʊz
Argo's	 ˈɑːɡəʊz
Argonaut	 ˈɑːɡənˌɔːt
Argonauts	 ˈɑːɡənˌɔːts
Argonaut's	 ˈɑːɡənˌɔːts
Argonne	 ˈɑːɡɒn
Argonne's	 ˈɑːɡɒnz
Argos	 ˈɑːɡəʊz
Argos's	 ˈɑːɡəʊzɪz
Argus	 ˈɑːɡəs
Argus's	 ˈɑːɡəsɪz
Ariadne	 ˈaɹɪˌadnɪ
Ariadne's	 ˈaɹɪˌadnɪz
Arianism	 ˈeəɹiənˌɪzəm
Arianism's	 ˈeəɹiənˌɪzəmz
Ariel	 ˈaɹiːəl
Ariel's	 ˈaɹiːəlz
Aries	 ˈeəɹiːz
Arieses	 ˈaɹɪsˌiːz
Aries's	 ˈeəɹiːzɪz
Ariosto	 ˌaɹɪˈɒstəʊ
Ariosto's	 ˌaɹɪˈɒstəʊz
Aristarchus	 ˈaɹɪstˌɑːtʃəs
Aristarchus's	 ˈaɹɪstˌɑːtʃəsɪz
Aristides	 ˈaɹɪstˌaɪdz
Aristides's	 ˈaɹɪstˌaɪdzɪz
Aristophanes	 ˈaɹɪstˌɒfeɪnz
Aristophanes's	 ˈaɹɪstˌɒfeɪnzɪz
Aristotelian	 ˌaɹɪstəʊtˈiːliən
Aristotelian's	 ˌaɹɪstəʊtˈiːliənz
Aristotle	 ˈaɹɪstˌɒtəl
Aristotle's	 ˈaɹɪstˌɒtəlz
Arius	 ˈeəɹɪəs
Arius's	 ˈeəɹɪəsɪz
Ariz	 ˈaɹɪz
Arizona	 ˌaɹɪzˈəʊnə
Arizona's	 ˌaɹɪzˈəʊnəz
Arizonan	 ˈaɹɪzˌəʊnən
Arizonans	 ˈaɹɪzˌəʊnənz
Arizonan's	 ˈaɹɪzˌəʊnənz
Arizonian	 ˌaɹɪzˈəʊniən
Arizonians	 ˌaɹɪzˈəʊniənz
Arizonian's	 ˌaɹɪzˈəʊniənz
Arjuna	 ˈɑːdʒuːnə
Arjuna's	 ˈɑːdʒuːnəz
Ark	 ˈɑːk
Ark's	 ˈɑːks
Arkansan	 ˈɑːkansən
Arkansans	 ˈɑːkansənz
Arkansan's	 ˈɑːkansənz
Arkansas	 ˈɑːkənsˌɔː
Arkansas's	 ˈɑːkənsˌɔːɪz
Arkhangelsk	 ˈɑːkɑːndʒˌɛlsk
Arkhangelsk's	 ˈɑːkɑːndʒˌɛlsks
Arkwright	 ˈɑːkɹaɪt
Arkwright's	 ˈɑːkɹaɪts
Arlene	 ˈɑːliːn
Arlene's	 ˈɑːliːnz
Arline	 ˈɑːlaɪn
Arline's	 ˈɑːlaɪnz
Arlington	 ˈɑːlɪŋtən
Arlington's	 ˈɑːlɪŋtənz
Armageddon	 ˌɑːmɐɡˈɛdən
Armageddons	 ˌɑːmɐɡˈɛdənz
Armageddon's	 ˌɑːmɐɡˈɛdənz
Armagnac	 ˈɑːmɐɡnˌak
Armagnac's	 ˈɑːmɐɡnˌakz
Armand	 ˈɑːmand
Armand's	 ˈɑːmandz
Armando	 ɑːmˈandəʊ
Armando's	 ɑːmˈandəʊz
Armani	 ɑːmˈɑːnɪ
Armani's	 ɑːmˈɑːnɪz
Armenia	 ɑːmˈiːniə
Armenia's	 ɑːmˈiːniəz
Armenian	 ɑːmˈiːniən
Armenians	 ɑːmˈiːniənz
Armenian's	 ɑːmˈiːniənz
Arminius	 ɑːmˈɪnɪəs
Arminius's	 ɑːmˈɪnɪəsɪz
Armonk	 ˈɑːmʌnk
Armonk's	 ˈɑːmʌnks
Armour	 ˈɑːmə
Armour's	 ˈɑːməz
Armstrong	 ˈɑːmstɹɒŋ
Armstrong's	 ˈɑːmstɹɒŋz
Arneb	 ˈɑːnɛb
Arneb's	 ˈɑːnɛbz
Arnhem	 ˈɑːnhəm
Arnhem's	 ˈɑːnhəmz
Arno	 ˈɑːnəʊ
Arno's	 ˈɑːnəʊz
Arnold	 ˈɑːnəʊld
Arnold's	 ˈɑːnəʊldz
Arnulfo	 ɑːnˈʌlfəʊ
Arnulfo's	 ɑːnˈʌlfəʊz
Aron	 ˈaɹən
Aron's	 ˈaɹənz
Arrhenius	 ɐrhˈiːnɪəs
Arrhenius's	 ɐrhˈiːnɪəsɪz
Arron	 ˈaɹən
Arron's	 ˈaɹənz
Art	 ˈɑːt
Art's	 ˈɑːts
Artaxerxes	 ˈɑːtɐksˌɜːksɪz
Artaxerxes's	 ˈɑːtɐksˌɜːksɪzɪz
Artemis	 ˈɑːtɪmˌɪs
Artemis's	 ˈɑːtɪmˌɪsɪz
Arthur	 ˈɑːθə
Arthur's	 ˈɑːθəz
Arthurian	 ɑːθjˈʊɹiən
Arthurian's	 ɑːθjˈʊɹiənz
Artie	 ˈɑːtɪ
Artie's	 ˈɑːtɪz
Arturo	 ˈɑːtʃəɹˌəʊ
Arturo's	 ˈɑːtʃəɹˌəʊz
Aruba	 aɹˈuːbə
Aruba's	 aɹˈuːbəz
Aryan	 ˈɑːɹɪən
Aryans	 ˈɑːɹɪənz
Aryan's	 ˈɑːɹɪənz
As	 az
As's	 azɪz
Asama	 ɐsˈɑːmə
Asama's	 ɐsˈɑːməz
Ascella	 ɐstʃˈɛlə
Ascella's	 ɐstʃˈɛləz
Ascension	 ɐsˈɛnʃən
Ascension's	 ɐsˈɛnʃənz
Asgard	 ɐsɡˈɑːd
Asgard's	 ɐsɡˈɑːdz
Ashanti	 ɐʃˈantɪ
Ashanti's	 ɐʃˈantɪz
Ashcroft	 ˈaʃkɹɒft
Ashcroft's	 ˈaʃkɹɒfts
Ashe	 ˈaʃ
Ashe's	 ˈaʃɪz
Ashgabat	 ˈaʃɡɐbˌat
Ashikaga	 ˌaʃɪkˈɑːɡə
Ashikaga's	 ˌaʃɪkˈɑːɡəz
Ashkenazim	 ˈaʃkənˌazɪm
Ashkenazim's	 ˈaʃkənˌazɪmz
Ashkhabad	 ˈaʃkɑːbˌad
Ashkhabad's	 ˈaʃkɑːbˌadz
Ashlee	 ˈaʃliː
Ashlee's	 ˈaʃliːz
Ashley	 ˈaʃlɪ
Ashley's	 ˈaʃlɪz
Ashmolean	 ˌaʃməʊlˈiən
Ashmolean's	 ˌaʃməʊlˈiənz
Ashurbanipal	 ˈaʃəbˌanɪpəl
Ashurbanipal's	 ˈaʃəbˌanɪpəlz
Asia	 ˈeɪʃə
Asia's	 ˈeɪʃəz
Asiago	 ˈeɪʃəɡˌəʊ
Asian	 ˈeɪʃən
Asians	 ˈeɪʃənz
Asian's	 ˈeɪʃənz
Asiatic	 ˌeɪʃɪˈatɪk
Asiatics	 ˌeɪʃɪˈatɪks
Asiatic's	 ˌeɪʃɪˈatɪkz
Asimov	 ɐsˈɪmɒv
Asimov's	 ɐsˈɪmɒvz
Asmara	 ɐsmˈɑːɹə
Asmara's	 ɐsmˈɑːɹəz
Asoka	 eɪsˈəʊkə
Asoka's	 eɪsˈəʊkəz
Aspell	 ˈaspɛl
Aspell's	 ˈaspɛlz
Aspen	 ˈaspən
Aspen's	 ˈaspənz
Asperger	 ɐspˈɜːdʒə
Asperger's	 ɐspˈɜːdʒəz
Aspidiske	 ˈaspɪdˌɪsk
Aspidiske's	 ˈaspɪdˌɪsks
Asquith	 ɐskwˈɪθ
Asquith's	 ɐskwˈɪθz
Assad	 ɐsˈad
Assad's	 ɐsˈadz
Assam	 ɐsˈam
Assam's	 ɐsˈamz
Assamese	 ɐsˈeɪmiːz
Assamese's	 ɐsˈeɪmiːzˌɪz
Assembly	 ɐsˈɛmblɪ
Assisi	 ɐsˈɪsɪ
Assisi's	 ɐsˈɪsɪz
Assyria	 ɐsˈɪɹiə
Assyria's	 ɐsˈɪɹiəz
Assyrian	 ɐsˈɪɹiən
Assyrians	 ɐsˈɪɹiənz
Assyrian's	 ɐsˈɪɹiənz
Astaire	 ɐstˈeə
Astaire's	 ɐstˈeəz
Astana	 ɐstˈɑːnə
Astana's	 ɐstˈɑːnəz
Astarte	 ɐstˈɑːt
Astarte's	 ɐstˈɑːts
Aston	 ɐstˈɒn
Aston's	 ɐstˈɒnz
Astor	 ɐstˈɔː
Astor's	 ɐstˈɔːz
Astoria	 ɐstˈɔːɹiə
Astoria's	 ɐstˈɔːɹiəz
Astrakhan	 ɐstɹˈakɑːn
Astrakhan's	 ɐstɹˈakɑːnz
AstroTurf	 ˈastɹəʊ tˈɜːf
AstroTurf's	 ˈastɹəʊ tˈɜːfs
Asturias	 ɐstʃəɹˈiəz
Asturias's	 ɐstʃəɹˈiəzɪz
Asuncion	 ɐsˈʌnʃən
Asuncion's	 ɐsˈʌnʃənz
Aswan	 ɐswˈɒn
Aswan's	 ɐswˈɒnz
At	 at
Ats	 ˈats
At's	 ats
Atacama	 ˌatɐkˈɑːmə
Atacama's	 ˌatɐkˈɑːməz
Atahualpa	 ˈatɐhjˌuːalpə
Atahualpa's	 ˈatɐhjˌuːalpəz
Atalanta	 ˌatɐlˈantə
Atalanta's	 ˌatɐlˈantəz
Atari	 atˈɑːɹɪ
Atari's	 atˈɑːɹɪz
Ataturk	 ˈatɐtˌɜːk
Ataturk's	 ˈatɐtˌɜːks
Athabasca	 ˈaθɐbˌaskə
Athabasca's	 ˈaθɐbˌaskəz
Athabaskan	 ˈaθɐbˌaskən
Athabaskans	 ˈaθɐbˌaskənz
Athabaskan's	 ˈaθɐbˌaskənz
Athanasius	 ˌaθɐnˈeɪsɪəs
Athena	 aθˈiːnə
Athena's	 aθˈiːnəz
Athene	 ˈaθiːn
Athene's	 ˈaθiːnz
Athenian	 aθˈiːniən
Athenians	 aθˈiːniənz
Athenian's	 aθˈiːniənz
Athens	 ˈaθɪnz
Athens's	 ˈaθɪnzɪz
Atkins	 ˈatkɪnz
Atkins's	 ˈatkɪnzɪz
Atkinson	 ˈatkɪnsən
Atkinson's	 ˈatkɪnsənz
Atlanta	 ɐtlˈantə
Atlanta's	 ɐtlˈantəz
Atlantes	 ɐtlˈants
Atlantic	 ɐtlˈantɪk
Atlantic's	 ɐtlˈantɪkz
Atlantis	 atlˈantɪs
Atlantis's	 atlˈantɪsɪz
Atlas	 ˈatləs
Atlases	 ˈatləsɪz
Atlas's	 ˈatləsɪz
Atman	 ˈatmən
Atman's	 ˈatmənz
Atonement	 ɐtˈəʊnmənt
Atreus	 ˈatɹɪəs
Atreus's	 ˈatɹɪəsɪz
Atria	 ˈatɹɪə
Atria's	 ˈatɹɪəz
Atropos	 atɹˈəʊpəʊz
Atropos's	 atɹˈəʊpəʊzɪz
Attic	 ˈatɪk
Attic's	 ˈatɪkz
Attica	 ˈatɪkə
Attica's	 ˈatɪkəz
Attila	 ɐtˈɪlə
Attila's	 ɐtˈɪləz
Attlee	 ɐtəlˈɛ
Attlee's	 ɐtəlˈɛz
Attn	 ˈatən
